Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),Dinner,1643,10.1,21.7,168.0,Veg,None,Veg_Dinner
Poshtik namak paras,Lunch,1533,16.2,48.8,141.4,Veg,None,Veg_Lunch
Poshtik namak paras,Dinner,1533,16.2,48.8,141.4,Veg,None,Veg_Dinner
Soya chikki,Lunch,1059,18.0,157.2,38.8,Veg,Soy,Veg_Lunch
Soya chikki,Dinner,1059,18.0,157.2,38.8,Veg,Soy,Veg_Dinner
Besan bathua chilla/cheela,Lunch,934,28.7,101.6,46.4,Veg,None,Veg_Lunch
Besan bathua chilla/cheela,Dinner,934,28.7,101.6,46.4,Veg,None,Veg_Dinner
Wheat flour and nuts ladoos (Atta nuts ladoos),Lunch,979,23.7,110.8,48.0,Veg,"Nuts, Gluten",Veg_Lunch
Wheat flour and nuts ladoos (Atta nuts ladoos),Dinner,979,23.7,110.8,48.0,Veg,"Nuts, Gluten",Veg_Dinner
Gram flour and semolina dhokla (Besan suji dhokla),Lunch,497,21.3,64.8,17.8,Veg,None,Veg_Lunch
Gram flour and semolina dhokla (Besan suji dhokla),Dinner,497,21.3,64.8,17.8,Veg,None,Veg_Dinner
Atta dal burfi ,Lunch,747,16.6,101.6,31.2,Veg,None,Veg_Lunch
Atta dal burfi ,Dinner,747,16.6,101.6,31.2,Veg,None,Veg_Dinner
Soya roti,Lunch,709,23.0,100.1,23.1,Veg,"Gluten, Soy",Veg_Lunch
Soya roti,Dinner,709,23.0,100.1,23.1,Veg,"Gluten, Soy",Veg_Dinner
Poshtik khichdi/khichri,Breakfast,140,4.6,23.5,2.8,Veg,None,Veg_Breakfast
Poshtik khichdi/khichri,Snack,140,4.6,23.5,2.8,Veg,None,Veg_Snack
Namkeen daliya,Lunch,737,20.7,123.3,20.0,Veg,None,Veg_Lunch
Namkeen daliya,Dinner,737,20.7,123.3,20.0,Veg,None,Veg_Dinner
Sprouts upma ,Breakfast,790,23.8,112.4,26.1,Veg,None,Veg_Breakfast
Semolina idli (Suji/Rava idli),Breakfast,515,23.4,84.2,8.7,Veg,None,Veg_Breakfast
Poshtik chilla/cheela,Lunch,398,12.1,68.7,7.6,Veg,None,Veg_Lunch
Poshtik chilla/cheela,Dinner,398,12.1,68.7,7.6,Veg,None,Veg_Dinner
Stuffed bittergourd (dry) (Bharwa karela),Lunch,544,3.2,6.2,56.0,Veg,None,Veg_Lunch
Stuffed bittergourd (dry) (Bharwa karela),Dinner,544,3.2,6.2,56.0,Veg,None,Veg_Dinner
Cauliflower potato canjee,Breakfast,50,1.7,7.9,1.2,Veg,None,Veg_Breakfast
Cauliflower potato canjee,Snack,50,1.7,7.9,1.2,Veg,None,Veg_Snack
Creamed spinach,Breakfast,145,7.8,6.7,9.6,Veg,Dairy,Veg_Breakfast
Creamed spinach,Snack,145,7.8,6.7,9.6,Veg,Dairy,Veg_Snack
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),Snack,102,2.9,13.8,4.2,Veg,Dairy,Veg_Snack
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),Snack,102,2.9,14.0,4.1,Veg,Dairy,Veg_Snack
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),Snack,101,2.9,13.7,4.1,Veg,Dairy,Veg_Snack
Woodapple juice (Bel ka sharbat),Breakfast,102,1.9,19.5,2.1,Veg,None,Veg_Breakfast
Woodapple juice (Bel ka sharbat),Snack,102,1.9,19.5,2.1,Veg,None,Veg_Snack
Sattu drink,Breakfast,70,1.7,15.5,0.4,Veg,None,Veg_Breakfast
Sattu drink,Snack,70,1.7,15.5,0.4,Veg,None,Veg_Snack
Apple and honey sorbet (Seb aur shehad ka sharbat),Breakfast,181,0.2,46.1,0.4,Veg,None,Veg_Breakfast
Apple and honey sorbet (Seb aur shehad ka sharbat),Snack,181,0.2,46.1,0.4,Veg,None,Veg_Snack
Thandai,Breakfast,151,5.4,13.7,8.8,Veg,None,Veg_Breakfast
Thandai,Snack,151,5.4,13.7,8.8,Veg,None,Veg_Snack
Cucumber sharbat (Kheere ka sharbat),Breakfast,81,0.8,19.9,0.2,Veg,None,Veg_Breakfast
Cucumber sharbat (Kheere ka sharbat),Snack,81,0.8,19.9,0.2,Veg,None,Veg_Snack
Apple oats chia seed smoothie,Breakfast,128,5.2,19.6,3.7,Veg,None,Veg_Breakfast
Apple oats chia seed smoothie,Snack,128,5.2,19.6,3.7,Veg,None,Veg_Snack
Nannari sharbat,Breakfast,133,0.0,35.4,0.0,Veg,None,Veg_Breakfast
Nannari sharbat,Snack,133,0.0,35.4,0.0,Veg,None,Veg_Snack
Semolina milk drink (Thari kanji),Breakfast,132,2.9,20.8,4.1,Veg,Dairy,Veg_Breakfast
Semolina milk drink (Thari kanji),Snack,132,2.9,20.8,4.1,Veg,Dairy,Veg_Snack
Saffron milk (Kesariya doodh),Breakfast,153,4.8,19.0,6.9,Veg,Dairy,Veg_Breakfast
Saffron milk (Kesariya doodh),Snack,153,4.8,19.0,6.9,Veg,Dairy,Veg_Snack
Black rice kheer (Chak-hao kheer),Breakfast,221,6.6,34.4,7.4,Veg,None,Veg_Breakfast
Black rice kheer (Chak-hao kheer),Snack,221,6.6,34.4,7.4,Veg,None,Veg_Snack
Coconut kheer (Nariyal ki kheer),Lunch,406,8.5,36.0,26.4,Veg,Nuts,Veg_Lunch
Coconut kheer (Nariyal ki kheer),Dinner,406,8.5,36.0,26.4,Veg,Nuts,Veg_Dinner
Apple sago payasam (Seb aur sabudana ki kheer),Breakfast,204,4.7,21.6,11.5,Veg,None,Veg_Breakfast
Apple sago payasam (Seb aur sabudana ki kheer),Snack,204,4.7,21.6,11.5,Veg,None,Veg_Snack
Kesari bath,Lunch,611,6.0,78.4,31.5,Veg,None,Veg_Lunch
Kesari bath,Dinner,611,6.0,78.4,31.5,Veg,None,Veg_Dinner
Putharekulu,Lunch,795,9.2,149.0,18.9,Veg,None,Veg_Lunch
Putharekulu,Dinner,795,9.2,149.0,18.9,Veg,None,Veg_Dinner
Mango malpua,Lunch,836,4.1,32.1,76.7,Veg,None,Veg_Lunch
Mango malpua,Dinner,836,4.1,32.1,76.7,Veg,None,Veg_Dinner
Mango vanilla custard,Breakfast,221,5.1,27.6,10.6,Veg,None,Veg_Breakfast
Mango vanilla custard,Snack,221,5.1,27.6,10.6,Veg,None,Veg_Snack
Kiwi granola pudding,Lunch,702,14.0,80.8,38.4,Veg,None,Veg_Lunch
Kiwi granola pudding,Dinner,702,14.0,80.8,38.4,Veg,None,Veg_Dinner
Oats burfi,Lunch,1062,22.2,156.2,43.2,Veg,None,Veg_Lunch
Oats burfi,Dinner,1062,22.2,156.2,43.2,Veg,None,Veg_Dinner
Lotus seed halwa (Kamal gattay ka halwa),Lunch,926,19.5,98.9,51.7,Veg,None,Veg_Lunch
Lotus seed halwa (Kamal gattay ka halwa),Dinner,926,19.5,98.9,51.7,Veg,None,Veg_Dinner
Amaranth ladoo (Rajgira ladoo),Lunch,1135,25.3,128.3,56.8,Veg,None,Veg_Lunch
Amaranth ladoo (Rajgira ladoo),Dinner,1135,25.3,128.3,56.8,Veg,None,Veg_Dinner
Chhena poda,Lunch,861,34.2,84.1,44.8,Veg,None,Veg_Lunch
Chhena poda,Dinner,861,34.2,84.1,44.8,Veg,None,Veg_Dinner
Sweet couscous dessert,Lunch,490,9.5,74.2,19.2,Veg,None,Veg_Lunch
Sweet couscous dessert,Dinner,490,9.5,74.2,19.2,Veg,None,Veg_Dinner
Sweetened yogurt (Shrikhand),Breakfast,160,7.9,24.0,4.3,Veg,Dairy,Veg_Breakfast
Sweetened yogurt (Shrikhand),Snack,160,7.9,24.0,4.3,Veg,Dairy,Veg_Snack
Thickened sweetened milk (Rabri),Breakfast,154,5.3,15.8,8.0,Veg,Dairy,Veg_Breakfast
Thickened sweetened milk (Rabri),Snack,154,5.3,15.8,8.0,Veg,Dairy,Veg_Snack
Gram flour halwa (Besan halwa),Lunch,691,14.7,64.4,43.2,Veg,None,Veg_Lunch
Gram flour halwa (Besan halwa),Dinner,691,14.7,64.4,43.2,Veg,None,Veg_Dinner
Prawn sandwich,Lunch,424,25.9,29.7,23.2,Non-Veg,Fish,Non-Veg_Lunch
Prawn sandwich,Dinner,424,25.9,29.7,23.2,Non-Veg,Fish,Non-Veg_Dinner
Watercress sandwich,Lunch,573,12.9,70.1,28.7,Veg,None,Veg_Lunch
Watercress sandwich,Dinner,573,12.9,70.1,28.7,Veg,None,Veg_Dinner
Fish sandwich ,Lunch,375,11.8,25.2,25.9,Non-Veg,Fish,Non-Veg_Lunch
Fish sandwich ,Dinner,375,11.8,25.2,25.9,Non-Veg,Fish,Non-Veg_Dinner
Kidney bean sandwich with cottage cheese,Lunch,441,24.6,47.2,17.1,Veg,None,Veg_Lunch
Kidney bean sandwich with cottage cheese,Dinner,441,24.6,47.2,17.1,Veg,None,Veg_Dinner
Finger millet biscuit (Ragi biscuit),Snack,1146,10.1,131.7,64.5,Veg,None,Veg_Snack
Buttermilk biscuit,Snack,806,14.4,87.3,43.8,Veg,Dairy,Veg_Snack
Lemon cookies,Lunch,986,14.1,105.5,57.6,Veg,None,Veg_Lunch
Lemon cookies,Dinner,986,14.1,105.5,57.6,Veg,None,Veg_Dinner
Sweet potato biscuit (Shakarkand ke biscuit),Snack,741,12.8,95.3,33.3,Veg,None,Veg_Snack
Raspberry shortbread cookies,Lunch,1102,7.5,153.1,53.1,Veg,Gluten,Veg_Lunch
Raspberry shortbread cookies,Dinner,1102,7.5,153.1,53.1,Veg,Gluten,Veg_Dinner
Pumpkin cookies ,Lunch,546,6.3,111.7,9.8,Veg,None,Veg_Lunch
Pumpkin cookies ,Dinner,546,6.3,111.7,9.8,Veg,None,Veg_Dinner
Greenpea cookies,Lunch,398,16.3,57.7,10.6,Veg,None,Veg_Lunch
Greenpea cookies,Dinner,398,16.3,57.7,10.6,Veg,None,Veg_Dinner
Sunflower cookies,Lunch,1301,23.7,100.2,90.7,Veg,None,Veg_Lunch
Sunflower cookies,Dinner,1301,23.7,100.2,90.7,Veg,None,Veg_Dinner
Cardamom cookies (Elaichi cookies),Lunch,1001,12.8,135.0,47.8,Veg,None,Veg_Lunch
Cardamom cookies (Elaichi cookies),Dinner,1001,12.8,135.0,47.8,Veg,None,Veg_Dinner
Hazelnut cookies,Lunch,1233,15.6,98.6,87.4,Veg,Nuts,Veg_Lunch
Hazelnut cookies,Dinner,1233,15.6,98.6,87.4,Veg,Nuts,Veg_Dinner
Milk cookies,Lunch,1148,26.2,121.1,62.4,Veg,Dairy,Veg_Lunch
Milk cookies,Dinner,1148,26.2,121.1,62.4,Veg,Dairy,Veg_Dinner
Cranberry cookies,Lunch,681,9.8,91.0,31.6,Veg,None,Veg_Lunch
Cranberry cookies,Dinner,681,9.8,91.0,31.6,Veg,None,Veg_Dinner
Olive biscuit,Snack,1095,8.0,137.5,59.4,Veg,None,Veg_Snack
Tutti fruitti biscuit,Snack,1051,13.0,132.8,44.8,Veg,None,Veg_Snack
Peach blueberry preserves,Lunch,443,1.3,114.4,0.5,Veg,None,Veg_Lunch
Peach blueberry preserves,Dinner,443,1.3,114.4,0.5,Veg,None,Veg_Dinner
Pear preserves (Naashpati ka murabba),Breakfast,151,0.4,38.5,0.3,Veg,None,Veg_Breakfast
Pear preserves (Naashpati ka murabba),Snack,151,0.4,38.5,0.3,Veg,None,Veg_Snack
Starfruit preserves ,Breakfast,193,0.4,50.4,0.2,Veg,None,Veg_Breakfast
Starfruit preserves ,Snack,193,0.4,50.4,0.2,Veg,None,Veg_Snack
Gooseberry pickle (Amla ka achaar),Lunch,696,3.9,19.0,69.0,Veg,None,Veg_Lunch
Gooseberry pickle (Amla ka achaar),Dinner,696,3.9,19.0,69.0,Veg,None,Veg_Dinner
Lotus stem pickle (Kamal kakdi ka achar),Breakfast,154,2.2,30.1,2.4,Veg,None,Veg_Breakfast
Lotus stem pickle (Kamal kakdi ka achar),Snack,154,2.2,30.1,2.4,Veg,None,Veg_Snack
Date pickle (Khajoor ka achaar),Lunch,455,4.2,86.6,10.5,Veg,None,Veg_Lunch
Date pickle (Khajoor ka achaar),Dinner,455,4.2,86.6,10.5,Veg,None,Veg_Dinner
Garlic pickle (Lahasun ka achar),Lunch,1034,9.3,24.4,99.7,Veg,None,Veg_Lunch
Garlic pickle (Lahasun ka achar),Dinner,1034,9.3,24.4,99.7,Veg,None,Veg_Dinner
Fermented bamboo shoot pickle (Mesu pickle),Breakfast,89,2.4,2.6,8.4,Veg,None,Veg_Breakfast
Fermented bamboo shoot pickle (Mesu pickle),Snack,89,2.4,2.6,8.4,Veg,None,Veg_Snack
Sweet peach pickle (Aadoo ka achaar),Breakfast,216,0.7,55.5,0.3,Veg,None,Veg_Breakfast
Sweet peach pickle (Aadoo ka achaar),Snack,216,0.7,55.5,0.3,Veg,None,Veg_Snack
Pickled mustard greens ,Breakfast,39,4.5,3.2,0.7,Veg,None,Veg_Breakfast
Pickled mustard greens ,Snack,39,4.5,3.2,0.7,Veg,None,Veg_Snack
Small onion pickle ,Breakfast,50,4.9,8.3,1.9,Veg,None,Veg_Breakfast
Small onion pickle ,Snack,50,4.9,8.3,1.9,Veg,None,Veg_Snack
Green tomato pickle (Haray tamatar ka achaar),Lunch,483,3.1,7.2,49.2,Veg,None,Veg_Lunch
Green tomato pickle (Haray tamatar ka achaar),Dinner,483,3.1,7.2,49.2,Veg,None,Veg_Dinner
Pickled cabbage ,Breakfast,41,1.2,7.7,0.4,Veg,None,Veg_Breakfast
Pickled cabbage ,Snack,41,1.2,7.7,0.4,Veg,None,Veg_Snack
Coconut pickle (Nariyal ka aachar),Lunch,1293,7.6,28.8,129.3,Veg,Nuts,Veg_Lunch
Coconut pickle (Nariyal ka aachar),Dinner,1293,7.6,28.8,129.3,Veg,Nuts,Veg_Dinner
Potato pickle (Aloo ka achaar),Lunch,922,5.2,19.7,91.2,Veg,None,Veg_Lunch
Potato pickle (Aloo ka achaar),Dinner,922,5.2,19.7,91.2,Veg,None,Veg_Dinner
Mango murabba candy,Lunch,733,0.7,193.3,0.1,Veg,None,Veg_Lunch
Mango murabba candy,Dinner,733,0.7,193.3,0.1,Veg,None,Veg_Dinner
Afghani chicken,Lunch,378,39.2,4.9,22.7,Non-Veg,None,Non-Veg_Lunch
Afghani chicken,Dinner,378,39.2,4.9,22.7,Non-Veg,None,Non-Veg_Dinner
Fish orly,Lunch,1409,14.7,10.7,145.4,Non-Veg,Fish,Non-Veg_Lunch
Fish orly,Dinner,1409,14.7,10.7,145.4,Non-Veg,Fish,Non-Veg_Dinner
Hariyali Fish Tikka,Lunch,375,35.0,5.5,23.5,Non-Veg,Fish,Non-Veg_Lunch
Hariyali Fish Tikka,Dinner,375,35.0,5.5,23.5,Non-Veg,Fish,Non-Veg_Dinner
Chicken manchurian,Breakfast,213,14.3,9.1,17.9,Non-Veg,None,Non-Veg_Breakfast
Chicken manchurian,Snack,213,14.3,9.1,17.9,Non-Veg,None,Non-Veg_Snack
Handi chicken,Lunch,415,30.8,3.7,31.2,Non-Veg,None,Non-Veg_Lunch
Handi chicken,Dinner,415,30.8,3.7,31.2,Non-Veg,None,Non-Veg_Dinner
Lemon chicken,Lunch,424,50.5,1.4,24.2,Non-Veg,None,Non-Veg_Lunch
Lemon chicken,Dinner,424,50.5,1.4,24.2,Non-Veg,None,Non-Veg_Dinner
Lemon butter fish,Lunch,400,40.9,1.9,25.6,Non-Veg,Fish,Non-Veg_Lunch
Lemon butter fish,Dinner,400,40.9,1.9,25.6,Non-Veg,Fish,Non-Veg_Dinner
Baked eggs in tomato sauce,Breakfast,120,7.4,5.7,7.8,Non-Veg,Eggs,Non-Veg_Breakfast
Egg in a pepper,Breakfast,193,19.0,0.3,13.0,Non-Veg,Eggs,Non-Veg_Breakfast
Spinach mushroom scrambled egg (Palak mushroom bhurji),Breakfast,397,33.2,1.5,28.8,Non-Veg,Eggs,Non-Veg_Breakfast
Corn omelette/omlet,Lunch,417,28.4,3.9,32.2,Veg,None,Veg_Lunch
Corn omelette/omlet,Dinner,417,28.4,3.9,32.2,Veg,None,Veg_Dinner
Cajun chicken,Lunch,462,31.7,4.8,35.0,Non-Veg,None,Non-Veg_Lunch
Cajun chicken,Dinner,462,31.7,4.8,35.0,Non-Veg,None,Non-Veg_Dinner
Paaner do pyaza,Breakfast,191,6.3,5.1,16.3,Veg,None,Veg_Breakfast
Paaner do pyaza,Snack,191,6.3,5.1,16.3,Veg,None,Veg_Snack
Cabbage manchurian (Pattagobhi manchurian),Lunch,560,1.6,12.1,56.2,Veg,None,Veg_Lunch
Cabbage manchurian (Pattagobhi manchurian),Dinner,560,1.6,12.1,56.2,Veg,None,Veg_Dinner
Gobi 65,Lunch,695,1.4,9.0,72.8,Veg,None,Veg_Lunch
Gobi 65,Dinner,695,1.4,9.0,72.8,Veg,None,Veg_Dinner
Paneer lababdar,Breakfast,158,6.0,5.1,12.7,Veg,Dairy,Veg_Breakfast
Paneer lababdar,Snack,158,6.0,5.1,12.7,Veg,Dairy,Veg_Snack
Roasted cauliflower steak,Snack,118,3.1,3.0,10.0,Veg,None,Veg_Snack
Sauteed radishes with green beans,Breakfast,141,3.6,9.1,9.9,Veg,None,Veg_Breakfast
Sauteed radishes with green beans,Snack,141,3.6,9.1,9.9,Veg,None,Veg_Snack
Garlic chutney/Poondu chutney (Lahasun ki chutney),Lunch,638,8.4,51.1,43.9,Veg,None,Veg_Lunch
Garlic chutney/Poondu chutney (Lahasun ki chutney),Dinner,638,8.4,51.1,43.9,Veg,None,Veg_Dinner
Schezwan chutney,Lunch,512,8.3,27.0,44.3,Veg,None,Veg_Lunch
Schezwan chutney,Dinner,512,8.3,27.0,44.3,Veg,None,Veg_Dinner
Onion chutney (Pyaaz ki chutney/Vengaya chutney),Breakfast,215,4.5,20.3,12.6,Veg,None,Veg_Breakfast
Onion chutney (Pyaaz ki chutney/Vengaya chutney),Snack,215,4.5,20.3,12.6,Veg,None,Veg_Snack
Dates chutney (Khajoor ki chutney),Breakfast,155,1.6,32.5,1.7,Veg,None,Veg_Breakfast
Dates chutney (Khajoor ki chutney),Snack,155,1.6,32.5,1.7,Veg,None,Veg_Snack
Chicken salad,Lunch,845,38.3,3.2,75.6,Non-Veg,None,Non-Veg_Lunch
Chicken salad,Dinner,845,38.3,3.2,75.6,Non-Veg,None,Non-Veg_Dinner
Macaroni salad,Lunch,655,12.5,54.1,44.4,Veg,None,Veg_Lunch
Macaroni salad,Dinner,655,12.5,54.1,44.4,Veg,None,Veg_Dinner
Cabbage raita (Pattagobhi raita),Breakfast,127,4.9,7.9,8.6,Veg,None,Veg_Breakfast
Cabbage raita (Pattagobhi raita),Snack,127,4.9,7.9,8.6,Veg,None,Veg_Snack
Pomegranate raita (Anaar ka raita),Breakfast,108,6.1,10.7,4.9,Veg,None,Veg_Breakfast
Pomegranate raita (Anaar ka raita),Snack,108,6.1,10.7,4.9,Veg,None,Veg_Snack
